Slab_ID,Pour_Time,Ambient_Temp,Humidity,Water_Cement_Ratio,Time_Since_Pour,Strength
SLAB_0309,2025-03-30 11:39:03.519918,41.53,91.77,0.367,8064.51,274.56
SLAB_0310,2025-03-30 11:52:46.519918,44.68,88.49,0.478,8064.28,278.57
SLAB_0311,2025-03-30 16:01:19.519918,30.77,68.34,0.444,8060.14,150.39
SLAB_0312,2025-03-30 16:30:51.519918,44.22,82.61,0.532,8059.64,290.09
SLAB_0313,2025-03-30 18:05:26.519918,32.79,70.92,0.423,8058.07,160.69
SLAB_0314,2025-03-30 20:18:29.519918,32.71,70.4,0.407,8055.85,166.91
SLAB_0315,2025-03-30 21:33:40.519918,31.81,46.31,0.45,8054.6,148.37
SLAB_0316,2025-03-30 22:26:49.519918,35.83,46.94,0.441,8053.71,186.89
SLAB_0317,2025-03-31 00:03:13.519918,28.08,69.12,0.419,8052.11,125.46
SLAB_0318,2025-03-31 02:46:43.519918,36.07,54.79,0.489,8049.38,181.09
SLAB_0319,2025-03-31 05:31:15.519918,35.83,41.16,0.502,8046.64,177.11
SLAB_0320,2025-03-31 13:40:52.519918,40.24,79.76,0.521,8038.48,221.78
SLAB_0321,2025-03-31 15:49:46.519918,41.67,41.79,0.545,8036.33,242.05
SLAB_0322,2025-03-31 16:26:23.519918,33.81,72.74,0.403,8035.72,170.88
SLAB_0323,2025-03-31 16:54:21.519918,31.05,69.66,0.493,8035.25,143.18
SLAB_0324,2025-03-31 18:04:07.519918,30.19,93.28,0.429,8034.09,151.3
SLAB_0325,2025-03-31 18:46:16.519918,28.89,66.63,0.485,8033.39,129.14
SLAB_0326,2025-03-31 21:55:16.519918,26.15,43.5,0.445,8030.24,111.13
SLAB_0327,2025-03-31 22:54:40.519918,31.85,70.34,0.549,8029.25,154.25
SLAB_0328,2025-03-31 22:54:55.519918,30.4,86.26,0.496,8029.24,147.73
SLAB_0329,2025-04-01 01:28:21.519918,44.33,94.83,0.54,8026.69,273.11
SLAB_0330,2025-04-01 01:35:00.519918,36.15,63.67,0.517,8026.58,184.28
SLAB_0331,2025-04-01 03:56:02.519918,31.95,57.62,0.531,8024.22,154.24
SLAB_0332,2025-04-01 05:07:45.519918,36.61,89.87,0.513,8023.03,192.28
SLAB_0333,2025-04-01 05:55:43.519918,27.78,50.52,0.442,8022.23,120.26
SLAB_0334,2025-04-01 06:39:03.519918,33.88,73.85,0.4,8021.51,169.24
SLAB_0335,2025-04-01 06:47:35.519918,37.52,62.31,0.424,8021.37,197.29
SLAB_0336,2025-04-01 07:48:53.519918,34.78,42.26,0.354,8020.34,184.17
SLAB_0337,2025-04-01 07:53:38.519918,33.04,59.1,0.455,8020.26,165.28
SLAB_0338,2025-04-01 09:13:59.519918,44.88,54.59,0.451,8018.93,301.4
SLAB_0339,2025-04-01 09:49:27.519918,42.61,77.74,0.455,8018.33,271.59
SLAB_0340,2025-04-01 13:04:51.519918,37.47,92.18,0.545,8015.08,196.03
SLAB_0341,2025-04-01 15:44:08.519918,36.39,54.74,0.532,8012.42,175.54
SLAB_0342,2025-04-01 16:34:19.519918,37.41,84.63,0.382,8011.59,222.91
SLAB_0343,2025-04-01 16:45:18.519918,29.03,43.04,0.424,8011.4,127.9
SLAB_0344,2025-04-01 17:53:07.519918,32.9,69.6,0.435,8010.27,159.92
SLAB_0345,2025-04-01 19:20:10.519918,25.79,43.88,0.422,8008.82,114.02
SLAB_0346,2025-04-01 21:00:13.519918,34.51,91.37,0.51,8007.16,177.19
SLAB_0347,2025-04-01 21:06:38.519918,35.86,82.15,0.455,8007.05,185.04
SLAB_0348,2025-04-01 21:26:05.519918,29.55,76.19,0.464,8006.72,141.61
SLAB_0349,2025-04-02 00:13:56.519918,44.28,85.31,0.521,8003.93,295.11
SLAB_0350,2025-04-02 01:23:08.519918,43.19,75.61,0.511,8002.77,254.21
SLAB_0351,2025-04-02 02:56:50.519918,39.44,93.29,0.376,8001.21,246.44
SLAB_0352,2025-04-02 04:19:14.519918,35.67,79.27,0.493,7999.84,183.15
SLAB_0353,2025-04-02 09:27:15.519918,42.4,90.86,0.437,7994.7,268.0
SLAB_0354,2025-04-02 11:50:14.519918,27.61,68.44,0.409,7992.32,129.94
SLAB_0355,2025-04-02 12:18:23.519918,40.81,46.44,0.36,7991.85,254.89
SLAB_0356,2025-04-02 14:37:59.519918,27.5,69.05,0.447,7989.53,119.25
SLAB_0357,2025-04-02 14:41:51.519918,40.88,46.98,0.421,7989.46,231.57
SLAB_0358,2025-04-02 19:15:30.519918,30.52,72.59,0.4,7984.9,140.39
SLAB_0359,2025-04-02 19:49:59.519918,42.54,66.54,0.489,7984.33,258.41
SLAB_0360,2025-04-02 23:16:14.519918,43.88,74.24,0.504,7980.89,261.17
SLAB_0361,2025-04-03 05:07:48.519918,27.98,40.55,0.399,7975.03,122.76
SLAB_0362,2025-04-03 07:15:24.519918,34.25,50.72,0.36,7972.9,168.83
SLAB_0363,2025-04-03 09:36:04.519918,44.62,67.02,0.52,7970.56,277.7
SLAB_0364,2025-04-03 09:56:48.519918,34.67,92.28,0.352,7970.21,180.29
SLAB_0365,2025-04-03 10:20:36.519918,42.27,61.1,0.537,7969.82,255.37
SLAB_0366,2025-04-03 12:59:22.519918,36.77,63.34,0.476,7967.17,188.16
SLAB_0367,2025-04-03 14:23:36.519918,32.51,79.31,0.414,7965.77,159.93
SLAB_0368,2025-04-03 15:39:25.519918,30.72,73.21,0.399,7964.5,153.72
SLAB_0369,2025-04-03 16:28:49.519918,29.06,56.44,0.352,7963.68,139.45
SLAB_0370,2025-04-03 19:38:09.519918,40.24,62.59,0.397,7960.52,230.61
SLAB_0371,2025-04-03 19:56:02.519918,32.73,51.97,0.378,7960.22,155.25
SLAB_0372,2025-04-03 20:39:09.519918,35.23,93.13,0.472,7959.51,189.29
SLAB_0373,2025-04-03 22:11:08.519918,34.85,47.18,0.383,7957.97,177.37
SLAB_0374,2025-04-03 22:17:50.519918,36.55,60.45,0.456,7957.86,197.63
SLAB_0375,2025-04-03 23:37:30.519918,42.31,41.42,0.468,7956.53,247.8
SLAB_0376,2025-04-04 01:52:55.519918,44.61,52.2,0.41,7954.28,283.94
SLAB_0377,2025-04-04 02:43:25.519918,33.15,82.93,0.357,7953.44,171.99
SLAB_0378,2025-04-04 03:05:13.519918,41.55,51.06,0.357,7953.07,260.16
SLAB_0379,2025-04-04 03:45:32.519918,40.29,44.4,0.355,7952.4,246.72
SLAB_0380,2025-04-04 09:14:41.519918,36.47,66.09,0.498,7946.91,181.16
SLAB_0381,2025-04-04 12:19:31.519918,44.12,40.55,0.414,7943.83,278.27
SLAB_0382,2025-04-04 18:06:46.519918,29.01,44.66,0.509,7938.05,119.79
SLAB_0383,2025-04-04 20:09:54.519918,27.19,84.42,0.436,7935.99,122.31
SLAB_0384,2025-04-04 22:53:34.519918,42.08,82.43,0.441,7933.27,270.57
SLAB_0385,2025-04-04 23:16:02.519918,33.78,90.33,0.453,7932.89,170.68
SLAB_0386,2025-04-05 02:34:07.519918,41.94,87.0,0.493,7929.59,265.62
SLAB_0387,2025-04-05 13:26:43.519918,42.86,77.57,0.405,7918.71,276.68
SLAB_0388,2025-04-05 15:47:51.519918,26.25,42.88,0.374,7916.36,119.35
SLAB_0389,2025-04-05 16:40:39.519918,42.67,83.06,0.461,7915.48,272.86
SLAB_0390,2025-04-05 16:58:33.519918,33.97,86.5,0.415,7915.18,169.63
SLAB_0391,2025-04-05 18:37:14.519918,35.21,83.95,0.438,7913.54,180.89
SLAB_0392,2025-04-06 03:49:21.519918,37.53,67.97,0.479,7904.34,199.82
SLAB_0393,2025-04-06 03:55:33.519918,43.53,52.81,0.449,7904.23,260.75
SLAB_0394,2025-04-06 04:01:03.519918,25.38,86.49,0.474,7904.14,109.88
SLAB_0395,2025-04-06 05:25:48.519918,34.54,79.99,0.459,7902.73,176.93
SLAB_0396,2025-04-06 07:40:07.519918,38.75,93.94,0.498,7900.49,228.97
SLAB_0397,2025-04-06 09:08:47.519918,39.45,48.56,0.491,7899.01,214.99
SLAB_0398,2025-04-06 10:55:30.519918,38.85,52.41,0.457,7897.23,220.04
SLAB_0399,2025-04-06 14:43:04.519918,27.69,51.65,0.486,7893.44,124.49
SLAB_0400,2025-04-06 15:38:43.519918,30.99,83.59,0.525,7892.51,149.95
SLAB_0401,2025-04-06 16:18:46.519918,32.17,50.28,0.436,7891.85,149.13
SLAB_0402,2025-04-06 16:58:40.519918,41.09,43.67,0.433,7891.18,238.71
SLAB_0403,2025-04-06 18:29:43.519918,30.58,94.92,0.503,7889.66,142.21
SLAB_0404,2025-04-06 19:51:57.519918,29.21,41.36,0.467,7888.29,127.48
SLAB_0405,2025-04-06 20:01:56.519918,44.15,85.94,0.364,7888.13,293.82
SLAB_0406,2025-04-06 23:40:54.519918,25.18,60.1,0.528,7884.48,106.74
SLAB_0407,2025-04-07 06:53:17.519918,44.96,86.29,0.356,7877.27,309.3
SLAB_0408,2025-04-07 08:49:22.519918,38.54,70.5,0.5,7875.34,211.63
SLAB_0409,2025-04-07 12:01:52.519918,41.57,89.59,0.502,7872.13,261.89
SLAB_0410,2025-04-07 15:49:48.519918,30.89,90.94,0.541,7868.33,137.64
SLAB_0411,2025-04-07 16:37:35.519918,25.29,40.5,0.361,7867.53,108.78
SLAB_0412,2025-04-07 21:06:40.519918,39.76,44.15,0.469,7863.05,226.59
SLAB_0413,2025-04-07 21:42:37.519918,41.68,53.77,0.436,7862.45,239.61
SLAB_0414,2025-04-07 22:49:24.519918,39.81,76.81,0.416,7861.34,236.76
SLAB_0415,2025-04-08 00:01:48.519918,27.86,88.85,0.368,7860.13,127.92
SLAB_0416,2025-04-08 03:17:50.519918,40.07,65.3,0.463,7856.86,238.29
SLAB_0417,2025-04-08 04:43:07.519918,40.38,73.38,0.446,7855.44,232.92
SLAB_0418,2025-04-08 04:55:53.519918,38.17,50.37,0.371,7855.23,210.05
SLAB_0419,2025-04-08 07:04:40.519918,40.32,84.27,0.472,7853.08,238.89
SLAB_0420,2025-04-08 07:29:34.519918,41.92,93.2,0.498,7852.67,247.42
SLAB_0421,2025-04-08 08:33:01.519918,37.27,54.77,0.503,7851.61,190.41
SLAB_0422,2025-04-08 12:28:13.519918,26.77,67.22,0.531,7847.69,112.43
SLAB_0423,2025-04-08 14:58:23.519918,34.75,44.74,0.432,7845.19,171.97
SLAB_0424,2025-04-08 16:04:23.519918,26.55,70.75,0.541,7844.09,112.33
SLAB_0425,2025-04-08 17:46:01.519918,33.15,67.65,0.523,7842.39,160.52
SLAB_0426,2025-04-08 20:54:24.519918,33.14,47.94,0.409,7839.25,163.9
SLAB_0427,2025-04-08 22:08:36.519918,26.32,64.31,0.382,7838.02,119.01
SLAB_0428,2025-04-09 01:27:20.519918,31.98,58.38,0.437,7834.7,150.42
SLAB_0429,2025-04-09 03:30:14.519918,27.22,68.7,0.43,7832.66,116.63
SLAB_0430,2025-04-09 03:59:48.519918,41.16,72.21,0.465,7832.16,250.42
SLAB_0431,2025-04-09 04:27:13.519918,43.95,40.47,0.467,7831.71,278.96
SLAB_0432,2025-04-09 05:03:06.519918,26.45,81.86,0.5,7831.11,111.84
SLAB_0433,2025-04-09 05:15:41.519918,44.1,79.22,0.452,7830.9,282.21
SLAB_0434,2025-04-09 07:04:10.519918,35.45,60.15,0.371,7829.09,188.48
SLAB_0435,2025-04-09 10:47:47.519918,30.99,42.91,0.522,7825.36,138.89
SLAB_0436,2025-04-09 11:19:44.519918,26.54,81.52,0.412,7824.83,121.23
SLAB_0437,2025-04-09 12:11:32.519918,35.01,92.53,0.544,7823.97,169.78
SLAB_0438,2025-04-09 14:55:41.519918,40.89,53.21,0.374,7821.23,250.22
SLAB_0439,2025-04-09 16:32:09.519918,39.14,57.79,0.542,7819.62,201.7
SLAB_0440,2025-04-09 16:51:13.519918,26.0,50.11,0.368,7819.31,113.72
SLAB_0441,2025-04-09 19:13:41.519918,26.46,71.73,0.396,7816.93,122.21
SLAB_0442,2025-04-10 00:23:46.519918,33.06,48.52,0.359,7811.76,164.72
SLAB_0443,2025-04-10 01:00:43.519918,30.91,59.59,0.491,7811.15,137.14
SLAB_0444,2025-04-10 04:22:27.519918,29.65,78.34,0.52,7807.78,140.74
SLAB_0445,2025-04-10 05:52:34.519918,30.62,70.81,0.437,7806.28,150.54
SLAB_0446,2025-04-10 06:18:47.519918,41.07,61.26,0.536,7805.85,239.62
SLAB_0447,2025-04-10 06:55:44.519918,43.58,63.11,0.468,7805.23,268.92
SLAB_0448,2025-04-10 07:18:42.519918,33.1,70.92,0.476,7804.85,157.04
SLAB_0449,2025-04-10 08:50:56.519918,43.12,40.32,0.519,7803.31,264.67
SLAB_0450,2025-04-10 10:07:30.519918,31.43,44.32,0.409,7802.03,148.93
SLAB_0451,2025-04-10 10:52:08.519918,34.53,88.47,0.421,7801.29,188.15
SLAB_0452,2025-04-10 16:32:02.519918,29.52,44.28,0.531,7795.62,125.87
SLAB_0453,2025-04-10 20:40:41.519918,37.81,78.87,0.53,7791.48,199.62
SLAB_0454,2025-04-10 22:54:11.519918,44.58,90.6,0.545,7789.26,297.82
SLAB_0455,2025-04-10 23:26:17.519918,37.07,54.89,0.53,7788.72,190.99
SLAB_0456,2025-04-11 01:15:29.519918,32.16,60.38,0.375,7786.9,153.34
SLAB_0457,2025-04-11 03:53:56.519918,37.96,71.29,0.515,7784.26,198.35
SLAB_0458,2025-04-11 07:48:29.519918,27.46,88.49,0.432,7780.35,125.03
SLAB_0459,2025-04-11 22:06:38.519918,42.77,91.8,0.548,7766.05,248.58
SLAB_0460,2025-04-11 23:54:34.519918,35.06,80.68,0.444,7764.25,182.73
SLAB_0461,2025-04-12 02:30:30.519918,33.99,44.76,0.461,7761.65,164.56
SLAB_0462,2025-04-12 03:31:18.519918,36.72,76.8,0.456,7760.64,203.15
SLAB_0463,2025-04-12 04:07:17.519918,37.5,62.57,0.414,7760.04,202.78
SLAB_0464,2025-04-12 06:51:48.519918,26.44,65.89,0.365,7757.3,124.68
SLAB_0465,2025-04-12 07:39:32.519918,38.65,42.7,0.529,7756.5,197.03
SLAB_0466,2025-04-12 07:39:42.519918,29.84,50.51,0.511,7756.5,133.24
SLAB_0467,2025-04-12 10:18:30.519918,39.28,83.48,0.378,7753.85,223.76
SLAB_0468,2025-04-12 14:39:52.519918,41.45,64.97,0.505,7749.49,247.22
SLAB_0469,2025-04-12 17:09:36.519918,41.08,56.59,0.475,7747.0,249.75
SLAB_0470,2025-04-12 17:19:03.519918,36.05,61.12,0.432,7746.84,195.8
SLAB_0471,2025-04-12 18:25:59.519918,35.4,86.99,0.401,7745.73,192.3
SLAB_0472,2025-04-12 20:49:17.519918,27.86,81.19,0.522,7743.34,122.22
SLAB_0473,2025-04-13 02:43:54.519918,40.51,54.98,0.49,7737.43,237.32
SLAB_0474,2025-04-13 06:04:37.519918,30.43,46.46,0.46,7734.08,144.44
SLAB_0475,2025-04-13 06:48:53.519918,34.93,53.86,0.472,7733.34,183.62
SLAB_0476,2025-04-13 06:52:28.519918,30.69,90.64,0.368,7733.28,151.12
SLAB_0477,2025-04-13 07:46:03.519918,27.68,71.99,0.445,7732.39,129.93
SLAB_0478,2025-04-13 10:20:26.519918,37.59,69.34,0.389,7729.82,203.21
SLAB_0479,2025-04-13 10:49:20.519918,26.09,72.8,0.392,7729.34,113.48
SLAB_0480,2025-04-13 11:09:16.519918,39.97,60.13,0.482,7729.0,216.4
SLAB_0481,2025-04-13 14:18:38.519918,31.35,84.39,0.532,7725.85,143.58
SLAB_0482,2025-04-13 17:08:41.519918,25.0,68.78,0.431,7723.01,110.43
SLAB_0483,2025-04-13 19:22:48.519918,35.22,46.42,0.392,7720.78,188.44
SLAB_0484,2025-04-13 22:09:30.519918,25.94,47.1,0.48,7718.0,111.3
SLAB_0485,2025-04-14 00:02:26.519918,30.52,69.53,0.524,7716.12,140.78
SLAB_0486,2025-04-14 01:04:07.519918,39.14,91.51,0.5,7715.09,222.77
SLAB_0487,2025-04-14 01:26:36.519918,26.25,56.96,0.524,7714.72,111.65
SLAB_0488,2025-04-14 04:08:55.519918,41.79,87.82,0.457,7712.01,253.8
SLAB_0489,2025-04-14 04:09:43.519918,25.08,82.03,0.5,7712.0,110.11
SLAB_0490,2025-04-14 04:12:14.519918,29.94,53.63,0.378,7711.96,143.02
SLAB_0491,2025-04-14 08:28:32.519918,39.82,42.0,0.42,7707.68,229.63
SLAB_0492,2025-04-14 08:38:55.519918,31.33,45.6,0.428,7707.51,147.28
SLAB_0493,2025-04-14 15:24:02.519918,27.04,80.07,0.452,7700.76,125.03
SLAB_0494,2025-04-14 15:55:16.519918,32.2,50.98,0.536,7700.24,144.22
SLAB_0495,2025-04-14 19:36:45.519918,30.41,60.42,0.525,7696.55,135.1
SLAB_0496,2025-04-14 20:52:30.519918,41.85,67.59,0.377,7695.28,267.49
SLAB_0497,2025-04-14 23:29:43.519918,31.27,79.9,0.385,7692.66,154.46
SLAB_0498,2025-04-15 02:31:33.519918,40.78,46.23,0.422,7689.63,246.17
SLAB_0499,2025-04-15 02:31:51.519918,42.84,62.35,0.408,7689.63,263.85
SLAB_0500,2025-04-15 06:43:44.519918,33.68,66.68,0.473,7685.43,164.27
SLAB_0501,2025-04-15 08:45:26.519918,43.2,69.75,0.531,7683.4,271.72
SLAB_0502,2025-04-15 10:12:45.519918,32.55,85.01,0.542,7681.95,155.19
SLAB_0503,2025-04-15 10:32:01.519918,44.28,49.44,0.481,7681.63,275.38
SLAB_0504,2025-04-15 11:42:54.519918,26.79,84.43,0.518,7680.44,114.27
SLAB_0505,2025-04-15 14:22:10.519918,38.74,78.11,0.455,7677.79,214.06
SLAB_0506,2025-04-15 15:06:18.519918,34.88,70.57,0.392,7677.05,186.5
SLAB_0507,2025-04-15 18:35:18.519918,32.75,78.47,0.455,7673.57,155.81
SLAB_0508,2025-04-15 19:05:14.519918,37.65,62.66,0.461,7673.07,211.25
SLAB_0509,2025-04-16 01:50:42.519918,39.08,47.61,0.498,7666.31,217.5
SLAB_0510,2025-04-16 09:11:47.519918,25.09,76.62,0.394,7658.96,107.17
SLAB_0511,2025-04-16 12:57:18.519918,28.34,68.86,0.424,7655.2,131.45
SLAB_0512,2025-04-16 13:21:14.519918,39.26,75.17,0.423,7654.8,229.22
SLAB_0513,2025-04-17 00:01:48.519918,38.33,58.59,0.542,7644.13,196.37
SLAB_0514,2025-04-17 02:08:25.519918,44.32,89.88,0.439,7642.02,286.06
SLAB_0515,2025-04-17 04:00:36.519918,40.22,72.31,0.501,7640.15,227.63
SLAB_0516,2025-04-17 04:20:26.519918,44.02,44.7,0.5,7639.82,273.25
SLAB_0517,2025-04-17 05:13:43.519918,39.05,64.74,0.403,7638.93,226.92
SLAB_0518,2025-04-17 06:30:51.519918,30.96,81.6,0.464,7637.64,148.03
SLAB_0519,2025-04-17 10:40:19.519918,27.11,83.68,0.529,7633.49,120.75
SLAB_0520,2025-04-17 11:21:05.519918,40.64,67.2,0.445,7632.81,244.65
SLAB_0521,2025-04-17 12:51:21.519918,37.88,89.21,0.539,7631.3,207.65
SLAB_0522,2025-04-17 14:14:48.519918,25.96,54.72,0.393,7629.91,116.52
SLAB_0523,2025-04-17 16:51:28.519918,32.2,62.58,0.365,7627.3,157.84
SLAB_0524,2025-04-17 18:48:44.519918,44.14,89.42,0.528,7625.35,290.31
SLAB_0525,2025-04-17 20:51:09.519918,35.01,89.29,0.52,7623.31,181.13
SLAB_0526,2025-04-17 23:13:04.519918,33.65,77.71,0.549,7620.94,168.44
SLAB_0527,2025-04-17 23:14:05.519918,34.15,87.24,0.486,7620.92,174.25
SLAB_0528,2025-04-18 00:29:55.519918,29.18,44.88,0.537,7619.66,121.85
SLAB_0529,2025-04-18 03:26:23.519918,32.37,87.57,0.515,7616.72,157.16
SLAB_0530,2025-04-18 04:01:35.519918,32.4,57.63,0.519,7616.13,149.53
SLAB_0531,2025-04-18 07:47:31.519918,26.05,49.81,0.464,7612.37,112.13
SLAB_0532,2025-04-18 08:51:26.519918,40.35,53.17,0.426,7611.3,232.8
SLAB_0533,2025-04-18 09:24:02.519918,33.33,62.99,0.537,7610.76,164.03
SLAB_0534,2025-04-18 09:40:58.519918,41.44,53.82,0.436,7610.48,249.69
SLAB_0535,2025-04-18 12:37:39.519918,42.01,57.63,0.458,7607.53,255.63
SLAB_0536,2025-04-18 13:25:57.519918,29.24,47.42,0.439,7606.73,127.55
SLAB_0537,2025-04-18 14:24:31.519918,38.15,56.29,0.463,7605.75,217.0
SLAB_0538,2025-04-18 14:45:04.519918,34.45,71.48,0.444,7605.41,182.07
SLAB_0539,2025-04-18 14:57:15.519918,42.6,64.3,0.36,7605.2,278.62
SLAB_0540,2025-04-18 15:18:41.519918,29.31,59.07,0.526,7604.85,126.66
SLAB_0541,2025-04-18 17:31:12.519918,38.56,81.05,0.439,7602.64,219.86
SLAB_0542,2025-04-18 21:21:15.519918,37.16,89.14,0.468,7598.8,196.31
SLAB_0543,2025-04-18 21:27:08.519918,30.91,81.62,0.378,7598.71,152.98
SLAB_0544,2025-04-18 22:20:11.519918,27.73,58.26,0.351,7597.82,122.64
SLAB_0545,2025-04-18 22:23:48.519918,38.03,80.94,0.399,7597.76,218.07
SLAB_0546,2025-04-18 23:44:23.519918,39.77,48.36,0.491,7596.42,223.08
SLAB_0547,2025-04-19 00:53:52.519918,31.31,47.17,0.37,7595.26,148.76
SLAB_0548,2025-04-19 02:09:03.519918,37.9,59.01,0.532,7594.01,199.35
SLAB_0549,2025-04-19 08:30:31.519918,32.9,84.42,0.393,7587.65,174.76
SLAB_0550,2025-04-19 08:40:10.519918,39.26,53.55,0.391,7587.49,215.75
SLAB_0551,2025-04-19 10:56:27.519918,28.98,43.48,0.386,7585.22,135.58
SLAB_0552,2025-04-19 14:18:53.519918,42.8,47.24,0.353,7581.84,260.24
SLAB_0553,2025-04-19 18:03:41.519918,30.75,87.23,0.504,7578.1,137.75
SLAB_0554,2025-04-19 18:45:13.519918,32.36,74.86,0.525,7577.41,148.81
SLAB_0555,2025-04-19 19:23:14.519918,26.16,53.93,0.473,7576.77,113.67
SLAB_0556,2025-04-19 20:01:58.519918,27.23,70.54,0.388,7576.13,122.42
SLAB_0557,2025-04-19 20:43:15.519918,35.32,69.02,0.407,7575.44,193.24
SLAB_0558,2025-04-19 23:13:37.519918,30.35,76.05,0.445,7572.93,143.56
SLAB_0559,2025-04-20 05:05:11.519918,41.71,52.83,0.541,7567.07,226.58
SLAB_0560,2025-04-20 07:05:26.519918,25.29,87.54,0.399,7565.07,115.34
SLAB_0561,2025-04-20 11:20:20.519918,32.58,57.02,0.496,7560.82,148.23
SLAB_0562,2025-04-20 11:34:54.519918,31.75,78.18,0.438,7560.58,159.27
SLAB_0563,2025-04-20 12:47:04.519918,25.39,40.89,0.41,7559.37,103.84
SLAB_0564,2025-04-20 12:53:18.519918,27.49,60.5,0.441,7559.27,119.4
SLAB_0565,2025-04-20 16:28:10.519918,33.27,59.34,0.364,7555.69,173.45
SLAB_0566,2025-04-20 16:34:00.519918,34.86,69.89,0.51,7555.59,182.69
SLAB_0567,2025-04-20 17:23:35.519918,33.09,44.0,0.399,7554.77,160.25
SLAB_0568,2025-04-20 18:11:59.519918,35.62,83.46,0.495,7553.96,191.48
SLAB_0569,2025-04-20 19:18:52.519918,36.9,51.98,0.364,7552.84,195.33
SLAB_0570,2025-04-21 02:37:45.519918,25.2,77.24,0.541,7545.53,108.11
SLAB_0571,2025-04-21 05:36:06.519918,34.28,84.18,0.389,7542.56,183.86
SLAB_0572,2025-04-21 07:36:32.519918,44.27,70.9,0.527,7540.55,267.64
SLAB_0573,2025-04-21 12:40:21.519918,35.38,80.75,0.512,7535.49,177.81
SLAB_0574,2025-04-21 12:58:44.519918,38.55,76.4,0.544,7535.18,201.19
SLAB_0575,2025-04-21 14:05:31.519918,31.24,59.55,0.446,7534.07,145.56
SLAB_0576,2025-04-21 16:22:42.519918,40.48,84.49,0.495,7531.78,229.24
SLAB_0577,2025-04-21 16:32:53.519918,40.46,56.21,0.424,7531.61,239.0
SLAB_0578,2025-04-21 16:35:47.519918,35.43,71.42,0.387,7531.56,198.72
SLAB_0579,2025-04-21 17:39:51.519918,44.52,81.0,0.439,7530.49,278.45
SLAB_0580,2025-04-21 18:21:02.519918,27.51,60.84,0.383,7529.81,124.87
SLAB_0581,2025-04-21 20:50:49.519918,25.34,56.65,0.546,7527.31,103.89
SLAB_0582,2025-04-21 22:32:30.519918,40.4,65.26,0.369,7525.62,252.69
SLAB_0583,2025-04-22 03:55:30.519918,41.14,84.99,0.468,7520.23,247.04
SLAB_0584,2025-04-22 03:59:50.519918,27.4,91.15,0.475,7520.16,123.6
SLAB_0585,2025-04-22 04:15:16.519918,30.31,69.98,0.458,7519.9,140.86
SLAB_0586,2025-04-22 04:28:42.519918,25.35,76.38,0.482,7519.68,105.7
SLAB_0587,2025-04-22 04:45:06.519918,30.87,89.68,0.373,7519.41,146.85
SLAB_0588,2025-04-22 04:47:23.519918,40.46,45.42,0.461,7519.37,227.31
SLAB_0589,2025-04-22 10:52:50.519918,35.36,52.76,0.407,7513.28,175.18
SLAB_0590,2025-04-22 12:54:43.519918,31.96,78.99,0.538,7511.25,151.18
SLAB_0591,2025-04-22 15:58:46.519918,32.43,85.31,0.502,7508.18,154.4
SLAB_0592,2025-04-22 20:05:45.519918,25.03,87.14,0.545,7504.06,105.23
SLAB_0593,2025-04-23 00:11:31.519918,31.0,62.83,0.358,7499.97,145.75
SLAB_0594,2025-04-23 02:49:15.519918,37.93,44.91,0.407,7497.34,215.77
SLAB_0595,2025-04-23 11:33:25.519918,44.48,64.08,0.389,7488.6,304.32
SLAB_0596,2025-04-23 11:53:30.519918,41.94,52.69,0.352,7488.27,251.68
SLAB_0597,2025-04-23 12:24:13.519918,25.47,56.02,0.398,7487.76,108.49
SLAB_0598,2025-04-23 13:27:49.519918,42.97,82.47,0.486,7486.7,270.11
SLAB_0599,2025-04-23 14:41:46.519918,40.66,44.15,0.396,7485.46,227.91
SLAB_0600,2025-04-23 16:30:49.519918,40.61,85.52,0.452,7483.65,238.71
SLAB_0601,2025-04-23 17:58:00.519918,34.16,63.52,0.528,7482.19,162.16
SLAB_0602,2025-04-23 18:13:12.519918,32.96,72.78,0.489,7481.94,167.15
SLAB_0603,2025-04-23 21:21:50.519918,31.06,44.93,0.429,7478.8,149.66
SLAB_0604,2025-04-23 23:40:22.519918,26.31,58.55,0.424,7476.49,115.34
SLAB_0605,2025-04-24 03:07:30.519918,29.56,44.93,0.441,7473.03,133.32
SLAB_0606,2025-04-24 09:09:30.519918,29.93,92.88,0.385,7467.0,152.42
SLAB_0607,2025-04-24 09:57:45.519918,34.68,84.4,0.477,7466.2,185.99
SLAB_0608,2025-04-24 10:00:23.519918,39.95,65.28,0.423,7466.15,243.1
SLAB_0609,2025-04-24 10:37:13.519918,34.48,52.3,0.52,7465.54,161.14
SLAB_0610,2025-04-24 10:53:21.519918,26.16,91.34,0.501,7465.27,110.07
SLAB_0611,2025-04-24 15:48:06.519918,44.16,58.95,0.472,7460.36,282.02
SLAB_0612,2025-04-24 17:21:58.519918,43.85,48.85,0.423,7458.79,276.73
SLAB_0613,2025-04-25 00:47:27.519918,40.7,70.97,0.392,7451.37,233.67
SLAB_0614,2025-04-25 03:26:54.519918,44.83,91.91,0.505,7448.71,279.68
SLAB_0615,2025-04-25 06:15:13.519918,35.89,40.21,0.447,7445.91,189.87
SLAB_0616,2025-04-25 07:48:11.519918,44.26,53.1,0.395,7444.36,295.98
SLAB_0617,2025-04-25 10:42:23.519918,26.51,91.61,0.389,7441.45,119.84
